REC_NO,AFFINITY_CARD,CUST_GENDER,AGE,OCCUPATION,CUST_INCOME_LEVEL,CUST_MARITAL_STATUS,HOUSEHOLD_SIZE,YRS_RESIDENCE,PROD_NAME,PROD_CATEGORY,PROD_SUBCATEGORY,PROD_LIST_PRICE,QUANTITY_SOLD,AMOUNT_SOLD,COUNTRY_NAME
2243,0,M,34,Sales,"K: 250,000 - 299,999",NeverM,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2244,0,M,41,Crafts,"J: 190,000 - 249,999",NeverM,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2245,0,F,34,Exec.,"K: 250,000 - 299,999",Divorc.,9+,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2246,1,M,32,Transp.,"E: 90,000 - 109,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2247,0,M,51,Crafts,"F: 110,000 - 129,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2248,0,F,26,Prof.,"H: 150,000 - 169,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2249,0,M,30,Sales,"L: 300,000 and above",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2250,0,M,45,Machine,"J: 190,000 - 249,999",Divorc.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2251,0,F,21,Handler,"L: 300,000 and above",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2252,0,M,24,Other,"G: 130,000 - 149,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2253,1,M,46,Exec.,"H: 150,000 - 169,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2254,0,F,35,Exec.,"J: 190,000 - 249,999",NeverM,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2255,0,F,25,Exec.,"J: 190,000 - 249,999",Married,4-5,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2256,0,M,42,Farming,"H: 150,000 - 169,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2257,1,M,46,Prof.,"L: 300,000 and above",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2258,1,M,61,Exec.,"C: 50,000 - 69,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2259,0,M,36,Farming,"B: 30,000 - 49,999",NeverM,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2260,0,M,28,Transp.,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2261,0,M,27,Crafts,"G: 130,000 - 149,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2262,1,M,59,Machine,"H: 150,000 - 169,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2263,0,M,41,Exec.,"F: 110,000 - 129,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2264,1,M,46,Machine,"C: 50,000 - 69,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2265,0,F,45,Prof.,"L: 300,000 and above",NeverM,2,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2266,0,M,25,Crafts,"J: 190,000 - 249,999",Separ.,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2267,1,M,31,Prof.,"H: 150,000 - 169,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2268,0,M,48,Other,"L: 300,000 and above",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2269,0,M,46,Exec.,"K: 250,000 - 299,999",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2270,0,M,61,Machine,"I: 170,000 - 189,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2271,0,F,18,Cleric.,"B: 30,000 - 49,999",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2272,0,M,22,Prof.,"F: 110,000 - 129,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2273,0,F,41,Exec.,"G: 130,000 - 149,999",Divorc.,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2274,0,F,49,Cleric.,"B: 30,000 - 49,999",Married,4-5,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2275,0,M,28,TechSup,"E: 90,000 - 109,999",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2276,0,M,35,Crafts,"H: 150,000 - 169,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2277,0,M,25,Other,"K: 250,000 - 299,999",Divorc.,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2278,1,F,46,Other,"E: 90,000 - 109,999",Married,4-5,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2279,0,F,40,Other,"E: 90,000 - 109,999",Divorc.,6-8,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2280,0,M,44,Prof.,"L: 300,000 and above",NeverM,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2281,0,F,34,Prof.,"J: 190,000 - 249,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2282,0,M,78,?,"A: Below 30,000",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2283,0,F,67,Other,"I: 170,000 - 189,999",Widowed,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2284,1,M,48,Farming,"E: 90,000 - 109,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2285,0,M,57,Sales,"F: 110,000 - 129,999",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2286,0,F,47,Exec.,"H: 150,000 - 169,999",Divorc.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2287,0,M,22,Sales,"G: 130,000 - 149,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2288,0,M,56,Transp.,"C: 50,000 - 69,999",NeverM,2,10,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2289,0,M,48,Crafts,"I: 170,000 - 189,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2290,0,F,27,Cleric.,"I: 170,000 - 189,999",Divorc.,9+,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2291,0,F,60,?,"F: 110,000 - 129,999",Widowed,9+,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2292,1,M,51,Exec.,"F: 110,000 - 129,999",Divorc.,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2293,0,M,28,Crafts,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2294,1,M,35,Protec.,"I: 170,000 - 189,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2295,0,M,22,Prof.,"L: 300,000 and above",NeverM,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2296,0,F,26,Other,"K: 250,000 - 299,999",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2297,0,M,31,Machine,"L: 300,000 and above",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2298,0,M,18,?,"J: 190,000 - 249,999",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2299,0,M,25,Prof.,"L: 300,000 and above",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2300,0,M,47,Prof.,"D: 70,000 - 89,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2301,0,M,26,Sales,"H: 150,000 - 169,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2302,0,F,81,House-s,"F: 110,000 - 129,999",Widowed,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2303,0,M,20,Other,"L: 300,000 and above",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2304,0,F,33,TechSup,"J: 190,000 - 249,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2305,0,M,29,Crafts,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2306,0,M,26,Crafts,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2307,0,M,23,Farming,"J: 190,000 - 249,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2308,0,M,27,?,"J: 190,000 - 249,999",Divorc.,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2309,0,F,47,Cleric.,"F: 110,000 - 129,999",Divorc.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2310,0,M,24,?,"K: 250,000 - 299,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2311,0,F,21,Prof.,"K: 250,000 - 299,999",NeverM,2,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2312,0,M,25,Sales,"K: 250,000 - 299,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2313,1,M,34,Exec.,"I: 170,000 - 189,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2314,1,M,26,Transp.,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2315,0,M,22,Crafts,"G: 130,000 - 149,999",NeverM,9+,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2316,0,M,50,Crafts,"I: 170,000 - 189,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2317,0,F,46,Cleric.,"E: 90,000 - 109,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2318,1,M,57,Sales,"E: 90,000 - 109,999",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2319,0,M,38,TechSup,"H: 150,000 - 169,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2320,1,M,38,Exec.,"L: 300,000 and above",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2321,0,F,30,TechSup,"D: 70,000 - 89,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2322,0,F,24,Transp.,"J: 190,000 - 249,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2323,0,F,81,Cleric.,"L: 300,000 and above",Divorc.,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2324,1,M,52,Exec.,"I: 170,000 - 189,999",Married,3,8,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2325,0,M,48,Crafts,"K: 250,000 - 299,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2326,0,M,44,Crafts,"G: 130,000 - 149,999",NeverM,6-8,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2327,0,M,21,Cleric.,"D: 70,000 - 89,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2328,1,M,49,Prof.,"H: 150,000 - 169,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2329,0,F,34,Prof.,"L: 300,000 and above",Divorc.,9+,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2330,0,M,29,?,"I: 170,000 - 189,999",Divorc.,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2331,1,M,42,Sales,"B: 30,000 - 49,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2332,1,M,42,Prof.,"E: 90,000 - 109,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2333,0,F,23,Exec.,"H: 150,000 - 169,999",Married,4-5,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2334,0,M,39,Sales,"J: 190,000 - 249,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2335,0,F,21,Other,"L: 300,000 and above",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2336,1,M,31,Exec.,"L: 300,000 and above",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2337,0,M,45,Crafts,"K: 250,000 - 299,999",Married,3,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2338,1,F,38,Cleric.,"F: 110,000 - 129,999",Married,4-5,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2339,1,M,53,Prof.,"D: 70,000 - 89,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2340,0,F,45,Prof.,"J: 190,000 - 249,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2341,0,M,49,Other,"F: 110,000 - 129,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2342,1,F,60,Other,"H: 150,000 - 169,999",Married,4-5,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2343,0,M,59,Transp.,"C: 50,000 - 69,999",Divorc.,6-8,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2344,0,F,45,Exec.,"D: 70,000 - 89,999",Divorc.,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2345,1,F,42,Machine,"E: 90,000 - 109,999",Married,4-5,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2346,0,M,24,Crafts,"H: 150,000 - 169,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2347,0,M,31,Crafts,"H: 150,000 - 169,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2348,1,M,48,Machine,"G: 130,000 - 149,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2349,0,F,64,?,"L: 300,000 and above",Married,4-5,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2350,0,M,26,Protec.,"K: 250,000 - 299,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2351,0,M,25,Prof.,"I: 170,000 - 189,999",NeverM,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2352,0,F,65,Cleric.,"E: 90,000 - 109,999",Widowed,2,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2353,1,M,65,Exec.,"E: 90,000 - 109,999",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2354,0,M,33,Crafts,"H: 150,000 - 169,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2355,0,M,37,Crafts,"J: 190,000 - 249,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2356,1,M,58,Prof.,"L: 300,000 and above",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2357,0,M,59,Other,"L: 300,000 and above",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2358,0,M,32,TechSup,"F: 110,000 - 129,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2359,0,F,20,Other,"J: 190,000 - 249,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2360,0,M,44,Sales,"K: 250,000 - 299,999",Divorc.,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2361,0,F,29,Sales,"G: 130,000 - 149,999",NeverM,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2362,0,M,44,Crafts,"K: 250,000 - 299,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2363,0,F,32,Handler,"E: 90,000 - 109,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2364,1,M,49,Crafts,"I: 170,000 - 189,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2365,0,F,48,Other,"L: 300,000 and above",Widowed,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2366,0,F,23,Other,"I: 170,000 - 189,999",NeverM,1,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2367,1,M,51,Exec.,"L: 300,000 and above",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2368,1,M,54,Sales,"B: 30,000 - 49,999",Married,3,7,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2369,0,M,18,Handler,"F: 110,000 - 129,999",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2370,0,M,39,Handler,"K: 250,000 - 299,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2371,0,F,20,Cleric.,"L: 300,000 and above",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2372,0,F,32,Machine,"J: 190,000 - 249,999",NeverM,9+,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2373,1,M,30,Crafts,"L: 300,000 and above",NeverM,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2374,0,M,35,Crafts,"C: 50,000 - 69,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2375,0,M,41,Crafts,"J: 190,000 - 249,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2376,1,M,45,Prof.,"H: 150,000 - 169,999",NeverM,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2377,1,M,30,Sales,"E: 90,000 - 109,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2378,0,F,29,Prof.,"D: 70,000 - 89,999",NeverM,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2379,1,M,59,Exec.,"I: 170,000 - 189,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2380,1,M,37,Prof.,"B: 30,000 - 49,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2381,1,M,57,TechSup,"L: 300,000 and above",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2382,0,F,49,Machine,"F: 110,000 - 129,999",Separ.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2383,1,M,55,Farming,"H: 150,000 - 169,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2384,0,F,36,Prof.,"G: 130,000 - 149,999",Widowed,1,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2385,0,F,45,Cleric.,"E: 90,000 - 109,999",Divorc.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2386,1,M,42,Machine,"K: 250,000 - 299,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2387,0,F,38,Exec.,"G: 130,000 - 149,999",Separ.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2388,1,M,51,Exec.,"F: 110,000 - 129,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2389,1,M,34,Other,"J: 190,000 - 249,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2390,0,M,24,Sales,"H: 150,000 - 169,999",NeverM,6-8,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2391,0,M,28,Protec.,"J: 190,000 - 249,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2392,1,M,39,Machine,"J: 190,000 - 249,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2393,0,F,36,Other,"K: 250,000 - 299,999",Divorc.,9+,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2394,0,F,44,Machine,"J: 190,000 - 249,999",Separ.,9+,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2395,1,M,59,Exec.,"I: 170,000 - 189,999",Married,3,9,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2396,0,M,23,Sales,"L: 300,000 and above",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2397,0,F,51,Cleric.,"J: 190,000 - 249,999",Divorc.,9+,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2398,1,M,40,Prof.,"G: 130,000 - 149,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2399,0,M,25,Transp.,"K: 250,000 - 299,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2400,1,M,48,Prof.,"C: 50,000 - 69,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2401,0,M,62,Crafts,"H: 150,000 - 169,999",NeverM,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2402,0,M,22,Prof.,"C: 50,000 - 69,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2403,0,M,17,Handler,"E: 90,000 - 109,999",NeverM,1,0,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2404,1,M,33,Exec.,"I: 170,000 - 189,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2405,0,F,18,House-s,"L: 300,000 and above",NeverM,1,1,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2406,0,M,30,Sales,"F: 110,000 - 129,999",Mabsent,9+,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2407,0,M,52,Exec.,"B: 30,000 - 49,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2408,0,M,49,Exec.,"J: 190,000 - 249,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2409,0,M,18,Other,"K: 250,000 - 299,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2410,0,M,40,Handler,"G: 130,000 - 149,999",Divorc.,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2411,0,F,54,Exec.,"F: 110,000 - 129,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2412,0,M,40,Sales,"I: 170,000 - 189,999",NeverM,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2413,0,F,62,TechSup,"G: 130,000 - 149,999",Widowed,9+,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2414,0,M,71,?,"J: 190,000 - 249,999",Married,3,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2415,0,F,32,Other,"F: 110,000 - 129,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2416,0,F,22,Machine,"I: 170,000 - 189,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2417,1,M,40,Exec.,"I: 170,000 - 189,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2418,0,F,46,Prof.,"K: 250,000 - 299,999",Married,4-5,8,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2419,0,M,41,Prof.,"L: 300,000 and above",NeverM,2,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2420,0,M,77,Sales,"H: 150,000 - 169,999",Married,3,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2421,0,F,62,Sales,"A: Below 30,000",Widowed,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2422,1,M,41,Prof.,"F: 110,000 - 129,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2423,0,M,35,Crafts,"G: 130,000 - 149,999",Married,3,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2424,0,F,59,House-s,"A: Below 30,000",Widowed,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2425,0,F,27,Cleric.,"L: 300,000 and above",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2426,0,F,51,Exec.,"G: 130,000 - 149,999",Married,4-5,4,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2427,0,F,32,Other,"H: 150,000 - 169,999",Divorc.,9+,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2428,1,M,42,Sales,"K: 250,000 - 299,999",NeverM,2,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2429,0,F,18,Sales,"K: 250,000 - 299,999",NeverM,1,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2430,0,F,20,Sales,"I: 170,000 - 189,999",NeverM,2,2,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2431,1,M,54,Exec.,"H: 150,000 - 169,999",Married,3,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2432,0,M,37,Machine,"J: 190,000 - 249,999",Divorc.,2,5,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2433,1,M,61,Sales,"B: 30,000 - 49,999",Married,3,6,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2434,1,M,34,Crafts,"H: 150,000 - 169,999",Married,3,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
2435,0,M,26,Prof.,"K: 250,000 - 299,999",NeverM,2,3,Extension Cable,Electronics,Y Box Accessories,7.99,1,7.99,USA
